x,y,codensity
-1.6051980609143341,1.0160936843156294,0.5223046832125217
-1.541226313686091,0.9308813971115707,0.30107391916128273
-1.5294128688714073,0.8380469874305135,0.20270421401977426
-1.5209975499089967,0.7169279121674026,0.31237624722237634
-1.513299938561937,0.8053952343804855,0.19268165692153
-1.497116026180619,0.6911850807772357,0.3416076263061224
-1.4727969511301253,0.4456550080783589,0.5500213698276266
-1.4728874789898734,0.8834991741037768,0.1907981246243984
-1.4602053488197178,0.8809911408984848,0.18592210198157702
-1.4540784752496896,0.7844181642001754,0.1918767697783316
-1.431415020478215,0.8432570715041484,0.18568049411039192
-1.4133571814001125,0.3342653828885699,0.5187635615069076
-1.405182004849356,0.2623946230324019,0.5698810663900806
-1.3951259966307605,1.1258045708033277,0.48094394866242995
-1.3705975813189455,1.3467187107068388,0.7092039159477926
-1.3613036620449956,0.7724358923524501,0.28765300110478953
-1.355409999109747,-0.8848922386457433,0.3926718194564075
-1.3488648989783183,0.1386200723293728,0.6390416884271038
-1.3441496613484232,0.9572968681349631,0.2566659797893351
-1.3226997665118898,0.4710696759769393,0.430745636134855
-1.3138403166693753,0.9767696165118999,0.24394827511979783
-1.3034987748170757,1.3573900461852633,0.6409359168389028
-1.302576196164411,0.025804034590446008,0.7839756630246586
-1.3000306322084865,0.43226206393734495,0.4386844285704367
-1.3001407768027333,0.9831165967696319,0.24112140789291137
-1.2953631373514334,-0.9794216614377604,0.42795217727633644
-1.2979606131674053,1.3395353250358328,0.6088143000496697
-1.2910314109155878,-0.8310964320725418,0.2764220020230205
-1.2899193584566375,-0.9164168824337016,0.3211428442502591
-1.2872299266232898,-0.7564075186948211,0.27467972304566307
-1.2821524254370715,-0.8852296016028512,0.2925696037503517
-1.2762603797739085,0.4348293848501572,0.45033674750570324
-1.2750367840591974,1.0271668875238993,0.2757246964552731
-1.250275871329593,0.8067557240909031,0.260096347560176
-1.2435680655399677,0.6326958535745772,0.35431253326919293
-1.2250180840970533,-0.18433145408521429,0.928627246164333
-1.2242108370054499,0.745164858709558,0.20027340029435697
-1.207065535092192,-0.6815017156531207,0.13764342887634307
-1.205488914073263,-0.5901395989458311,0.20491565830566752
-1.200694894143844,-0.6532508510576619,0.11976447909809629
-1.2001120939749876,-0.6345508110242619,0.1324312059832611
-1.1995591809942778,0.6795440209941825,0.247310547086893
-1.1979452728343678,1.003491253313864,0.24973285243341078
-1.1789135383825209,-0.6653025928278351,0.1074367092696073
-1.168594296004635,0.7017405324026159,0.2136569659884267
-1.1632974825759859,1.0208258224388216,0.2886271868098899
-1.1464961388395465,0.8392379088581833,0.20220327327210727
-1.1522266653197106,-0.7983194165427824,0.3083555885127111
-1.1502718114693544,0.19627226419127974,0.5928371199520172
-1.148695456367278,-0.6248090108879455,0.11627503630632968
-1.1471744119705374,1.0084926874552513,0.2912119811454511
-1.1453856637599706,0.8270163734653517,0.19075236295459078
-1.1344314400245121,-0.6381942015792612,0.11506153458451283
-1.1106812762087417,-0.9815784243900617,0.46138301796616615
-1.1111229912688478,0.79278657688119,0.1899354816076389
-1.1002966686876623,-1.0365599542089037,0.5621689446113155
-1.079634588983231,-0.6840872185389778,0.17957679630281523
-1.0843552783851578,0.7781854401721287,0.21652710932778393
-1.0818709058704816,0.7869398957000349,0.21714259613280698
-1.0480500363429592,1.2809959928412815,0.5504025403066785
-1.046521834090234,-0.6717416807740362,0.2004433823284005
-1.0351372256635343,-0.4640275308488414,0.35529496174734176
-1.0300539934215245,-0.597436357380544,0.19611142590551617
-1.0306218499963076,1.2657139703140305,0.537359197772406
-1.0258208807731413,0.9591359490873854,0.41172991051032465
-1.021654448252858,-0.5212596884565165,0.2641032236016124
-0.9895942124682291,0.1395439659629484,0.6318110571267317
-0.9918419780767455,1.2852340400721995,0.5871289559722623
-0.9825243981121795,-0.7963152168670774,0.31277019042861465
-0.9760692501296453,-0.49592676254431806,0.2889528347833672
-0.9559487104123308,-0.8584955118058261,0.3989838150667466
-0.9575576373742162,-0.6696832006904475,0.21646501942911103
-0.9546839389503139,0.2127271990287444,0.5918671859045848
-0.912674217302298,-0.6230507095660726,0.23292894443132128
-0.9086746505616381,-0.6671278461039236,0.22944771452283347
-0.8973175190659763,-0.3469987020699547,0.48225644689336566
-0.8883264566319107,0.7803740540541053,0.5547882269841723
-0.8722963387395963,0.2052418169066037,0.605961460174506
-0.8683035971981529,0.12050696863818885,0.627868122761267
-0.8629306487041112,-0.7800682093107834,0.318923506501372
-0.8464470342416573,1.273048784404979,0.7613419538136471
-0.8405318615876669,-0.4638351923315762,0.3769913696191373
-0.8347113316961403,-0.23044614009572467,0.617765555301895
-0.8222793288267817,-0.609733770866918,0.29921310035384846
-0.8146442824431437,0.35864660041785984,0.6277061004974797
-0.8096819611307008,-0.7203643999898387,0.3384283137829967
-0.7966649411856731,0.4506978213565958,0.6562620407071755
-0.7918123486375266,1.0950343520979753,0.7720683154707904
